id,road_type,num_lanes,curvature,speed_limit,lighting,weather,road_signs_present,public_road,time_of_day,holiday,school_season,num_reported_accidents,accident_risk
1841,urban,3,0.59,25,dim,rainy,True,False,afternoon,False,True,3,0.52
1842,urban,2,0.38,45,dim,clear,True,False,afternoon,True,False,0,0.13
1843,highway,1,0.86,25,dim,clear,True,False,afternoon,True,False,0,0.35
1844,rural,2,0.03,25,night,rainy,True,True,evening,False,False,1,0.37
1845,highway,1,0.37,25,dim,rainy,False,True,evening,False,False,1,0.25
1846,urban,2,0.75,45,daylight,rainy,True,True,afternoon,True,True,3,0.44
1847,urban,2,0.68,45,night,foggy,False,True,evening,False,True,1,0.54
1848,highway,2,0.09,45,night,rainy,True,True,evening,False,False,0,0.38
1849,highway,3,0.56,45,daylight,clear,False,True,afternoon,False,True,2,0.21
1850,rural,1,0.62,70,night,foggy,False,True,afternoon,False,True,1,0.68
1851,urban,4,0.56,45,daylight,rainy,True,False,afternoon,False,True,2,0.3
1852,rural,3,0.5,45,daylight,clear,False,True,afternoon,True,True,1,0.17
1853,urban,1,0.45,25,dim,rainy,True,True,afternoon,False,False,2,0.27
1854,urban,4,0.36,35,dim,foggy,True,False,evening,False,True,2,0.26
1855,highway,1,0.2,35,dim,clear,True,True,morning,True,True,1,0.08
1856,highway,1,0.99,60,daylight,clear,True,True,afternoon,True,False,1,0.48
1857,urban,4,0.81,45,daylight,rainy,False,True,evening,False,False,2,0.31
1858,highway,3,0.62,35,night,rainy,False,True,afternoon,False,False,3,0.61
1859,urban,2,0.19,45,night,clear,False,True,evening,True,False,1,0.21
1860,rural,1,0.55,35,dim,rainy,True,False,morning,True,False,2,0.29
1861,urban,4,0.66,70,daylight,clear,True,False,afternoon,False,False,1,0.42
1862,highway,1,0.87,60,night,foggy,False,False,afternoon,True,True,0,0.77
1863,rural,1,0.46,35,daylight,rainy,False,True,morning,True,True,1,0.25
1864,rural,4,0.84,35,night,foggy,True,False,evening,True,True,0,0.61
1865,highway,4,0.68,70,daylight,foggy,True,True,afternoon,True,False,1,0.63
1866,highway,4,0.18,45,night,foggy,False,False,evening,False,False,2,0.34
1867,urban,1,0.78,45,daylight,rainy,False,True,evening,False,False,2,0.28
1868,highway,3,0.01,35,dim,foggy,False,True,morning,True,True,2,0.11
1869,urban,4,0.21,35,daylight,rainy,False,False,evening,False,True,2,0.21
1870,urban,3,0.04,60,daylight,foggy,True,False,morning,False,False,1,0.35
1871,highway,4,0.13,45,night,foggy,True,False,evening,False,False,1,0.3
1872,rural,3,0.45,25,dim,foggy,True,True,afternoon,True,True,2,0.18
1873,highway,1,0.92,45,dim,foggy,False,True,morning,True,False,0,0.4
1874,urban,2,0.36,25,night,foggy,False,False,evening,True,False,1,0.42
1875,rural,4,0.41,45,dim,foggy,True,False,morning,False,False,1,0.25
1876,rural,1,0.59,25,night,clear,False,True,morning,True,True,1,0.38
1877,urban,3,0.73,60,night,foggy,True,True,morning,False,True,2,0.73
1878,urban,2,0.91,35,night,clear,False,False,evening,True,False,3,0.49
1879,highway,2,0.38,25,dim,clear,False,False,evening,True,True,0,0.12
1880,rural,3,0.83,25,night,foggy,False,True,morning,True,False,1,0.51
1881,highway,1,0.74,25,night,clear,False,True,evening,False,True,1,0.44
1882,urban,4,0.39,60,dim,clear,False,True,morning,True,False,0,0.21
1883,urban,3,0.04,35,night,foggy,True,False,morning,True,True,0,0.28
1884,highway,4,0.42,60,dim,clear,True,True,evening,True,True,2,0.38
1885,highway,2,0.96,60,dim,clear,True,True,morning,False,False,1,0.5
1886,highway,2,0.14,60,daylight,clear,True,False,morning,False,False,1,0.17
1887,rural,3,0.8,25,night,foggy,False,False,morning,True,True,2,0.47
1888,rural,3,0.78,25,night,clear,False,False,evening,False,False,1,0.45
1889,highway,1,0.3,25,night,clear,True,False,morning,True,True,1,0.35
1890,urban,1,0.02,35,dim,rainy,True,True,evening,True,False,2,0.14
1891,highway,1,0.58,25,night,clear,True,False,afternoon,True,True,1,0.4
1892,urban,3,0.63,35,night,foggy,False,False,evening,True,True,0,0.57
1893,highway,4,0.32,70,night,clear,True,True,afternoon,True,True,1,0.2
1894,urban,2,0.67,45,night,foggy,False,False,morning,False,True,0,0.38
1895,highway,4,0.24,25,daylight,rainy,True,True,afternoon,False,True,0,0.27
1896,urban,4,0.54,25,daylight,clear,False,False,evening,True,True,0,0.23
1897,urban,4,0.62,25,daylight,rainy,True,False,afternoon,True,False,2,0.26
1898,urban,3,0.95,35,daylight,foggy,True,True,evening,False,True,0,0.3
1899,urban,4,0.36,25,night,rainy,False,True,afternoon,True,False,2,0.43
1900,highway,2,0.27,35,night,clear,False,False,afternoon,False,True,0,0.27
1901,urban,2,0.42,35,dim,clear,False,True,evening,True,True,0,0.13
1902,highway,3,0.74,45,night,rainy,True,False,morning,True,False,2,0.42
1903,highway,3,0.97,60,daylight,clear,True,True,evening,True,True,1,0.48
1904,highway,1,0.84,70,dim,foggy,True,False,afternoon,False,False,1,0.62
1905,rural,3,0.16,35,daylight,clear,False,False,evening,False,True,2,0.01
1906,highway,1,1.0,25,night,rainy,False,False,evening,False,True,0,0.38
1907,rural,1,0.65,70,dim,foggy,True,True,morning,True,False,1,0.54
1908,highway,4,0.26,45,daylight,rainy,True,True,afternoon,True,True,0,0.18
1909,highway,1,0.25,60,daylight,foggy,False,False,morning,True,False,1,0.24
1910,highway,1,0.86,60,dim,clear,False,True,morning,False,True,2,0.39
1911,rural,2,0.89,45,daylight,foggy,False,True,evening,False,True,0,0.35
1912,urban,2,0.34,45,night,clear,False,True,evening,False,False,2,0.35
1913,highway,3,0.38,45,dim,clear,True,True,evening,False,False,1,0.15
1914,highway,3,0.45,35,daylight,rainy,True,True,afternoon,False,True,2,0.29
1915,rural,2,0.86,70,daylight,clear,True,True,evening,True,True,1,0.36
1916,rural,4,0.97,25,daylight,clear,False,False,morning,True,False,0,0.27
1917,urban,3,0.3,70,daylight,rainy,True,False,afternoon,False,False,1,0.47
1918,highway,2,0.16,70,dim,rainy,False,True,evening,True,False,0,0.41
1919,rural,2,0.93,25,night,clear,True,False,afternoon,False,True,3,0.53
1920,urban,1,0.13,25,dim,clear,False,False,afternoon,True,True,0,0.07
1921,highway,1,0.25,45,night,foggy,True,False,evening,True,False,1,0.26
1922,highway,1,0.55,45,daylight,foggy,True,True,evening,False,False,0,0.31
1923,urban,1,0.82,45,night,foggy,False,False,morning,True,False,0,0.64
1924,highway,2,0.01,35,night,clear,False,False,afternoon,True,False,1,0.21
1925,urban,2,0.07,70,daylight,rainy,False,True,afternoon,False,False,0,0.32
1926,highway,3,0.1,35,night,foggy,False,False,afternoon,False,True,2,0.29
1927,urban,1,0.69,70,daylight,foggy,True,True,evening,True,False,1,0.61
1928,rural,1,0.47,35,daylight,rainy,False,False,evening,True,False,1,0.19
1929,urban,1,0.85,25,dim,foggy,False,True,afternoon,True,True,0,0.38
1930,rural,4,0.21,35,night,foggy,True,True,evening,True,True,1,0.37
1931,urban,4,0.34,35,dim,clear,False,False,afternoon,False,True,2,0.03
1932,rural,1,0.87,60,dim,clear,True,True,evening,False,False,1,0.41
1933,rural,2,0.38,45,daylight,foggy,False,True,morning,False,False,1,0.28
1934,urban,1,0.29,45,night,clear,True,False,evening,False,True,1,0.28
1935,highway,4,0.31,25,dim,foggy,True,False,evening,False,True,0,0.21
1936,urban,2,0.29,60,dim,foggy,True,False,afternoon,False,False,1,0.42
1937,urban,3,0.38,70,dim,foggy,True,True,morning,False,True,0,0.36
1938,rural,2,0.25,60,daylight,clear,False,True,evening,True,True,2,0.24
1939,urban,4,0.65,45,night,foggy,True,True,evening,True,False,2,0.5
1940,highway,1,0.99,45,dim,foggy,False,False,evening,True,True,1,0.35
1941,urban,2,0.57,35,dim,clear,True,False,afternoon,False,True,1,0.23
1942,urban,3,0.48,60,dim,foggy,False,False,morning,True,True,1,0.44
1943,urban,3,0.4,25,night,clear,False,True,evening,False,False,0,0.42
1944,highway,3,0.38,60,night,clear,True,True,morning,False,False,1,0.64
1945,highway,4,0.46,25,dim,foggy,True,True,morning,True,True,2,0.33
1946,urban,1,0.37,35,night,foggy,False,False,evening,True,True,1,0.39
1947,highway,1,0.14,60,dim,foggy,True,False,evening,False,False,1,0.27
1948,urban,1,0.16,25,dim,clear,False,False,afternoon,False,False,1,0.09
1949,urban,1,0.25,45,dim,foggy,True,False,evening,False,True,0,0.22
1950,urban,1,0.43,60,dim,rainy,True,True,evening,True,True,0,0.5
1951,rural,1,0.82,25,night,foggy,False,False,afternoon,True,False,0,0.49
1952,urban,4,0.65,45,dim,rainy,False,True,evening,False,False,1,0.28
1953,urban,1,0.44,45,daylight,clear,False,True,afternoon,True,False,2,0.09
1954,rural,2,0.36,60,daylight,clear,True,False,morning,False,True,1,0.37
1955,highway,1,0.6,70,dim,clear,True,False,morning,False,False,0,0.42
1956,highway,2,0.17,45,daylight,rainy,True,True,afternoon,True,True,0,0.17
1957,highway,1,0.27,35,daylight,clear,True,False,evening,False,False,1,0.06
1958,highway,2,0.12,35,dim,rainy,False,True,morning,True,True,1,0.09
1959,rural,1,0.58,35,night,foggy,False,True,afternoon,True,False,2,0.58
1960,highway,2,0.68,25,night,rainy,False,False,morning,True,False,2,0.55
1961,rural,3,0.34,35,dim,foggy,True,True,afternoon,False,True,0,0.17
1962,urban,1,0.51,25,dim,foggy,True,False,morning,True,True,0,0.31
1963,rural,3,0.66,70,daylight,foggy,False,False,afternoon,False,False,2,0.44
1964,highway,1,0.26,35,night,rainy,False,False,evening,False,True,0,0.4
1965,urban,3,0.65,45,night,foggy,False,False,morning,False,True,2,0.52
1966,highway,4,0.77,35,daylight,foggy,False,True,evening,True,True,2,0.37
1967,rural,1,0.32,35,dim,foggy,False,False,evening,False,True,1,0.19
1968,urban,1,0.47,35,dim,rainy,False,False,afternoon,True,True,0,0.19
1969,urban,4,0.36,25,night,rainy,True,False,evening,False,True,1,0.34
1970,urban,2,0.74,35,night,clear,True,True,evening,True,True,2,0.43
1971,rural,3,0.65,70,dim,clear,False,True,evening,False,True,2,0.32
1972,urban,3,0.74,25,daylight,rainy,False,False,afternoon,False,True,0,0.32
1973,urban,2,0.67,25,daylight,clear,True,False,evening,False,True,0,0.28
1974,rural,1,0.38,70,dim,foggy,False,True,morning,False,True,0,0.2
1975,highway,2,0.57,35,daylight,clear,False,True,morning,False,False,1,0.19
1976,highway,4,0.87,45,dim,clear,True,True,afternoon,False,True,3,0.46
1977,highway,3,0.75,45,daylight,rainy,True,False,morning,False,False,0,0.32
1978,urban,2,0.34,35,daylight,rainy,True,True,morning,True,False,0,0.13
1979,highway,2,0.07,70,daylight,rainy,True,False,afternoon,False,False,1,0.32
1980,rural,1,0.07,25,dim,clear,False,True,morning,False,False,1,0.03
1981,highway,2,0.89,60,dim,clear,True,False,evening,False,True,3,0.55
1982,rural,4,0.66,70,dim,foggy,False,True,afternoon,False,False,0,0.53
1983,urban,3,0.31,60,daylight,foggy,False,False,evening,False,True,2,0.37
1984,rural,2,0.73,45,daylight,foggy,True,False,afternoon,False,False,1,0.42
1985,urban,1,0.69,35,night,rainy,False,False,morning,True,True,1,0.43
1986,highway,4,0.26,25,night,clear,False,True,afternoon,True,True,1,0.27
1987,urban,1,0.71,25,night,clear,False,False,afternoon,True,True,1,0.43
1988,urban,3,0.94,35,night,rainy,False,True,evening,True,True,2,0.53
1989,urban,2,0.79,60,daylight,clear,True,True,morning,False,False,1,0.38
1990,rural,4,0.16,25,daylight,foggy,False,True,morning,False,True,0,0.23
1991,rural,2,0.98,60,daylight,foggy,False,False,evening,False,True,3,0.73
1992,highway,4,0.57,25,night,clear,True,False,afternoon,True,True,2,0.29
1993,urban,4,0.26,35,night,clear,True,False,afternoon,True,True,0,0.18
1994,urban,4,0.21,70,daylight,foggy,True,True,evening,False,True,1,0.36
1995,urban,3,0.29,25,daylight,rainy,False,False,evening,True,False,1,0.22
1996,highway,1,0.59,35,daylight,foggy,False,False,afternoon,True,True,1,0.28
1997,rural,3,0.95,45,night,clear,True,True,morning,False,False,2,0.54
1998,rural,2,0.31,25,daylight,rainy,True,False,morning,True,True,2,0.18
1999,rural,3,0.57,25,daylight,clear,False,False,morning,True,False,2,0.24
